公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US20180197353A1","US15/867426","Vehicular Personnel Accountability &#x26; Safety System","20180110","20180712",,"G07C  5/08 | B60W 40/09 | G05D  1/00 | G06F  1/16 | G06K  9/00 | G07C  5/00","G07C","G07C5/085 | B60K28/06 | B60W40/09 | B60W2540/22 | B60W2540/26 | G05D1/0022 | G05D1/0027 | G06F1/163 | G06K9/00845 | G06K9/00885 | G06K2009/00939 | G07C5/008 | H04W4/025 | H04W4/029 | H04W4/44 | H04W4/80","G07C5","12","LifePASS Inc.","lifepass","Lalande; Dwayne | Landry; Kirk | Raymond, JR.; Carroll | Roy, JR.; James | Pilecki; Brad M.","Lalande","2","0","0","2","0","0","有效","1","11",
"KR101747375B1","KR20160117504A","Apparatus and method for vehicle remote controlling and remote driving system","20160912","20170615",,"G05D  1/00 | B60R 16/023 | B60R 16/03 | B60W 40/02 | B60W 40/08 | B60W 50/14 | G06Q 20/28 | G06Q 50/30","G05D","G05D   1/0038 | G05D   1/0016 | G05D   1/0027 | G05D   1/005 | G05D   1/0061 | G05D2201/0213 | G06Q  20/24 | G06Q  20/28 | G06Q  20/3224 | G07B  15/00 | G07C   5/008 | H04L  67/12 | G05D   1/0011 | B60R  16/023 | B60R  16/0315 | B60W  40/02 | B60W  40/08 | B60W  40/10 | B60W  50/14 | B60W2040/0809 | B60W2050/146 | G06Q  50/30","G05D","11","아이피랩 주식회사","아이피랩 주식회사","박준현","박준현","1","5","0","1","0","5","其他","1","47",
"US20170371333A1","US15/540892","SYSTEMS AND METHODS FOR CONTROLLING MULTIPLE AUTONOMOUS VEHICLES IN A CONNECTED DRIVE MODE","20151230","20171228",,"G05D  1/00 | G01C 21/34 | G05D  1/02","G05D","G05D1/0027 | B60W30/00 | G01C21/343 | G01C21/3438 | G05D1/0016 | G05D1/0088 | G05D1/0276 | G05D1/0291 | G05D1/0297 | G05D2201/0213 | G08G1/22","G05D1","14","Robert Bosch GmbH","robert bosch","Nagy; Akos | Rajaram; Shetty | Vetter; Jeorg | Mamaeva; Tatiana | Kremer; Christian | Becker; Jan","Nagy","6","0","0","6","0","0","公开","1","16",
"US20170285637A1","US15/473149","DRIVING ASSISTANCE METHODS AND SYSTEMS","20170329","20171005",,"G05D  1/00 | B60W 40/08 | B60W 50/14","G05D","B60W50/14 | G05D1/0061 | G05D1/0011 | B60W40/08 | B60K28/06 | B60W50/0098 | B60W2040/0818 | B60W2050/0077 | B60W2540/26 | G05D1/0027 | G05D1/0038 | G05D2201/0213","B60W50","20","GM GLOBAL TECHNOLOGY OPERATIONS LLC","general motors","SALINGER; JEREMY A. | ABDEL-RAHMAN; AKRAM","SALINGER","0","3","0","0","0","3","公开","2","9",
"SG10201602203YA","SG20161002203Y","SYSTEM, METHOD AND SERVER FOR MANAGING STATIONS AND VEHICLES","20160321","20171030",,"","","G05D   1/0016 | G01S  19/48 | G05D   1/0022 | G05D   1/0027 | G05D   1/104 | H04B   7/18506 | H04L  67/10 | H04W   4/021 | H04W   4/029 | H04W   4/44","G05D","0","SWARMX PTE LTD","swarmx pte","PULKIT JAISWAL | BADRINARAYANAN RANGARAJAN","PULKIT JAISWAL","0","0","0","0","0","0","其他","1","0",
"JP2017111734A","JP2015247416A","An image forming system, a server, an image forming apparatus, and an image forming method","20151218","20170622",,"G06F  3/12 | B41J  3/44 | B41J 29/38","G06F","H04N   1/32523 | G05D   1/0027 | G05D   1/021 | G05D   1/0282 | G05D2201/0211 | G06K  15/40 | G06K2215/0017 | H04N   1/00204 | H04N   1/00344 | H04N   1/32101 | H04N   1/32539 | H04N2201/0039 | H04N2201/0082 | H04N2201/0096 | H04N2201/3205 | H04N2201/3215 | H04N2201/3253","H04N","10","Ricoh Co Ltd | 株式会社リコー","ricoh","Hitoshi Sasaki | 仁士 佐々木","Hitoshi Sasaki","0","0","0","0","0","0","其他","1","13",
"US20160342915A1","US14/719515","Autonomous Fleet Size Management","20150522","20161124",,"G06Q 10/06 | G01C 21/34 | G05D  1/00 | G07C  5/00","G06Q","G01C21/3407 | G07C5/008 | G05D1/0027 | Y04S10/54 | G06Q10/06313 | G05D1/0297 | G05D2201/021","G01C21","20","Caterpillar Inc.","caterpillar","Humphrey; James","Humphrey","0","5","0","0","0","5","公开","1","15",
"TWM502002U","TW104203428","复合式子母行动载具","20150309","20150601",,"B63B 38/00 | B64C 39/00 | B60R 99/00","B63B","G05D   1/0027 | B60P   3/42 | B62D  53/005 | B63B   7/04 | B63B2007/006 | B64C  37/02 | G05D   1/0022 | G05D   1/0202 | G05D   1/0206 | G05D   1/021 | G05D   1/0289 | G05D   1/0866 | H04W   4/02 | H04W   4/70","G05D","12","林振信","林振信","林振信","林振信","0","0","0","0","0","0","其他","1","11",
"US20160252908A1","US14/792359","RECONFIGURABLE DRIFT MEASUREMENT TOOL","20150706","20160901",,"G05D  1/02 | G05D  1/00 | G08G  3/00","G05D","G05D1/0206 | G01C13/002 | G05D1/0027 | G08G3/00 | G08G3/02","G05D1","20","Ocean Lab, LLC","ocean lab","MacCready; Tyler","MacCready","7","0","0","7","0","0","公开","1","5",
"US20150355637A1","US14/735993","REMOTE SPEED MANAGEMENT SYSTEM FOR VEHICLES","20150610","20151210",,"G05D  1/00 | G05D 13/02","G05D","G05D1/0027 | B60W10/06 | B60W30/143 | B60W2050/008 | B60W2050/048 | B60W2720/10 | G05D1/0022 | G05D13/02","G05D1","28","MAGTEC PRODUCTS, INC.","magtec products","MORISSET; MICHEL R.","MORISSET","12","1","5","7","1","0","公开","1","10",
"US20140309871A1","US14/253321","USER GESTURE CONTROL OF VEHICLE FEATURES","20140415","20141016",,"G06F  3/01","G06F","H04W4/003 | H04W4/206 | H04W76/021 | H05K999/00 | G06F17/30247 | G06F17/30557 | G06F17/30864 | H04W76/11 | G07C9/00158 | B60Q1/00 | B60R16/037 | B60R16/0373 | B60W40/09 | B60W50/08 | G01C21/00 | G01C21/34 | G01C21/36 | G01C21/3647 | G05D1/0027 | G05D1/0212 | G05D23/1917 | G06F3/016 | G06F3/0481 | G06F3/04842 | G06F8/65 | G06F17/28 | G06Q20/145 | G07C5/00 | G07C5/008 | G07C5/0808 | G07C5/085 | H04L63/08 | H04N21/4542 | H04W4/046 | G06F16/951 | B60Q1/52 | B60R25/00 | B60R25/1004 | G01C21/26 | G06F3/017 | G06F3/0488 | G06F16/25 | G06F16/583 | G06F21/00 | G06F21/31 | G06F21/32 | G06K9/00255 | G06K9/00268 | G06K9/00355 | G06K9/00832 | G06K2009/00939 | G06Q10/00 | G06Q10/02 | G06Q10/20 | G06Q30/00 | G06Q30/012 | G06Q30/0265 | G06Q30/0633 | G06Q30/0639 | G06Q30/0645 | G06Q50/30 | G07C9/00126 | G08B13/19647 | G08B21/0205 | G08B21/06 | G08B25/016 | G08B29/188 | G08G1/0965 | G08G1/096725 | G08G1/096741 | G08G1/096775 | G08G1/166 | H04L67/10 | H04L67/12 | H04N7/181 | H04N21/214 | H04N21/2181 | H04N21/25841 | H04N21/41422 | H04N21/4751 | H04W4/024 | H04W4/12 | H04W4/21 | H04W4/44 | H04W4/46 | H04W4/48 | H04W4/60 | H04W12/06 | H04W12/08 | H04W36/0005 | H04W36/32 | H04W36/34 | H04W48/02 | H04W48/04 | H04W84/005","H04W4","20","Flextronics AP, LLC","flextronics ap","Ricci; Christopher P.","Ricci","5","88","1","4","13","75","公开","1907","6",
"US20140309866A1","US14/253213","BUILDING PROFILES ASSOCIATED WITH VEHICLE USERS","20140415","20141016",,"B60W 50/08","B60W","H04W4/003 | H04W4/206 | H04W76/021 | H05K999/00 | G06F17/30247 | G06F17/30557 | G06F17/30864 | B60Q1/00 | B60R16/037 | B60R16/0373 | B60W40/09 | B60W50/08 | G01C21/00 | G01C21/34 | G01C21/36 | G01C21/3647 | G05D1/0027 | G05D1/0212 | G05D23/1917 | G06F3/016 | G06F3/0481 | G06F3/04842 | G06F8/65 | G06F17/28 | G06Q20/145 | G07C5/00 | G07C5/008 | G07C5/0808 | G07C5/085 | G07C9/00126 | G08B21/0205 | G08G1/0965 | G08G1/166 | H04L63/08 | H04N21/214 | H04N21/2181 | H04N21/25841 | H04N21/4542 | H04N21/4751 | H04W36/32 | H04W48/02 | H04W76/11 | H04W4/046 | G07C9/00158 | B60Q1/52 | B60R25/00 | B60R25/1004 | G01C21/26 | G06F3/017 | G06F3/0488 | G06F16/25 | G06F16/583 | G06F16/951 | G06F21/00 | G06F21/31 | G06F21/32 | G06K9/00255 | G06K9/00268 | G06K9/00355 | G06K9/00832 | G06K2009/00939 | G06Q10/00 | G06Q10/02 | G06Q10/20 | G06Q30/00 | G06Q30/012 | G06Q30/0265 | G06Q30/0633 | G06Q30/0639 | G06Q30/0645 | G06Q50/30 | G08B13/19647 | G08B21/06 | G08B25/016 | G08B29/188 | G08G1/096725 | G08G1/096741 | G08G1/096775 | H04L67/10 | H04L67/12 | H04N7/181 | H04N21/41422 | H04W4/12 | H04W4/21 | H04W4/40 | H04W4/60 | H04W12/00508 | H04W12/06 | H04W12/08 | H04W36/0005 | H04W36/34 | H04W48/04 | H04W84/005","H04W4","20","Flextronics AP, LLC","flextronics ap","Ricci; Christopher P.","Ricci","4","77","1","3","13","64","公开","1907","5",
"US20140309849A1","US14/252858","DRIVER FACTS BEHAVIOR INFORMATION STORAGE SYSTEM","20140415","20141016",,"G07C  5/08 | B60W 40/09","G07C","H04W4/003 | H04W4/206 | H04W76/021 | H05K999/00 | G06F17/30247 | G06F17/30557 | G06F17/30864 | H04W76/11 | G07C9/00158 | B60Q1/00 | B60R16/037 | B60R16/0373 | B60W40/09 | B60W50/08 | G01C21/00 | G01C21/34 | G01C21/36 | G01C21/3647 | G05D1/0027 | G05D1/0212 | G05D23/1917 | G06F3/016 | G06F3/0481 | G06F3/04842 | G06F8/65 | G06F17/28 | G06Q20/145 | G07C5/00 | G07C5/008 | G07C5/0808 | G07C5/085 | G07C9/00126 | G08B21/0205 | G08G1/0965 | G08G1/166 | H04L63/08 | H04N21/214 | H04N21/2181 | H04N21/25841 | H04N21/4542 | H04N21/4751 | H04W4/046 | G06F16/951 | B60Q1/52 | B60R25/00 | B60R25/1004 | G01C21/26 | G06F3/017 | G06F3/0488 | G06F16/25 | G06F16/583 | G06F21/00 | G06F21/31 | G06F21/32 | G06K9/00255 | G06K9/00268 | G06Q10/00 | G06Q10/02 | G06Q10/20 | G06Q30/00 | G06Q30/012 | G06Q30/0265 | G06Q30/0633 | G06Q30/0639 | G06Q30/0645 | G06Q50/30 | G08B13/19647 | G08B21/06 | G08B25/016 | G08B29/188 | G08G1/096725 | G08G1/096741 | G08G1/096775 | H04L67/10 | H04L67/12 | H04N7/181 | H04N21/41422 | H04W4/12 | H04W4/21 | H04W4/44 | H04W4/60 | H04W12/00508 | H04W12/06 | H04W12/08 | H04W36/0005 | H04W36/32 | H04W36/34 | H04W48/02 | H04W48/04 | H04W84/005","H04W4","20","Flextronics AP, LLC","flextronics ap","Ricci; Christopher P.","Ricci","10","173","1","9","13","160","公开","1907","7",
"US20140309813A1","US14/252871","GUEST VEHICLE USER REPORTING","20140415","20141016",,"G07C  5/00","G07C","H04W4/003 | H04W4/206 | H04W76/021 | H05K999/00 | G06F17/30247 | G06F17/30557 | G06F17/30864 | B60Q1/00 | B60R16/037 | B60R16/0373 | B60W40/09 | B60W50/08 | G01C21/00 | G01C21/34 | G01C21/36 | G01C21/3647 | G05D1/0027 | G05D1/0212 | G05D23/1917 | G06F3/016 | G06F3/0481 | G06F3/04842 | G06F8/65 | G06F17/28 | G06Q20/145 | G07C5/00 | G07C5/008 | G07C5/0808 | G07C5/085 | G07C9/00126 | G07C9/00158 | G08B21/0205 | G08G1/0965 | G08G1/166 | H04L63/08 | H04N21/214 | H04N21/2181 | H04N21/25841 | H04N21/4542 | H04N21/4751 | H04W36/32 | H04W48/02 | H04W4/046 | B60Q1/52 | B60R25/1004 | B60R25/00 | G01C21/26 | G06F3/017 | G06F3/0488 | G06F21/31 | G06F21/32 | G06K9/00355 | G06K9/00832 | G06K2009/00939 | G06Q10/00 | G06Q10/02 | G06Q10/1093 | G06Q10/20 | G06Q30/00 | G06Q30/012 | G06Q30/0265 | G06Q30/0633 | G06Q30/0639 | G06Q30/0645 | G06Q50/30 | G08B13/19647 | G08B21/06 | G08B25/016 | G08B29/188 | G08G1/096725 | G08G1/096741 | G08G1/096775 | G06F16/25 | G06F16/583 | G06F16/951 | G06F21/00 | G06K9/00255 | G06K9/00268 | H04L67/10 | H04N7/181 | H04N21/41422 | H04W4/12 | H04W4/21 | H04W4/40 | H04W4/60 | H04W12/00508 | H04W12/06 | H04W12/08 | H04W84/005 | H04L67/12 | H04W76/11 | G08B21/02 | H04L67/306 | H04W36/0005 | H04W36/34 | H04W48/04","H04W4","20","Flextronics AP, LLC","flextronics ap","Ricci; Christopher P.","Ricci","17","131","1","16","13","118","公开","1907","9",
"US20140309789A1","US14/252934","Vehicle Location-Based Home Automation Triggers","20140415","20141016",,"G05D 23/19","G05D","H04W4/003 | H04W4/206 | H04W76/021 | H05K999/00 | G06F17/30247 | G06F17/30557 | G06F17/30864 | H04W76/11 | G07C9/00158 | B60Q1/00 | B60R16/037 | B60R16/0373 | B60W40/09 | B60W50/08 | G01C21/00 | G01C21/34 | G01C21/36 | G01C21/3647 | G05D1/0027 | G05D1/0212 | G05D23/1917 | G06F3/016 | G06F3/0481 | G06F3/04842 | G06F8/65 | G06F17/28 | G06Q20/145 | G07C5/00 | G07C5/008 | G07C5/0808 | G07C5/085 | G07C9/00126 | G08B21/0205 | G08G1/0965 | G08G1/166 | H04L63/08 | H04N21/214 | H04N21/2181 | H04N21/25841 | H04N21/4542 | H04N21/4751 | H04W36/32 | H04W48/02 | H04W4/046 | G06F16/951 | B60Q1/52 | B60R25/00 | B60R25/1004 | G01C21/26 | G06F3/017 | G06F3/0488 | G06F16/25 | G06F16/583 | G06F21/00 | G06F21/31 | G06F21/32 | G06K9/00255 | G06K9/00268 | G06K9/00355 | G06K9/00832 | G06K2009/00939 | G06Q10/00 | G06Q10/02 | G06Q10/20 | G06Q30/00 | G06Q30/012 | G06Q30/0265 | G06Q30/0633 | G06Q30/0639 | G06Q30/0645 | G06Q50/30 | G08B13/19647 | G08B21/06 | G08B25/016 | G08B29/188 | G08G1/096725 | G08G1/096741 | G08G1/096775 | H04L67/10 | H04L67/12 | H04N7/181 | H04N21/41422 | H04W4/029 | H04W4/12 | H04W4/21 | H04W4/40 | H04W4/60 | H04W12/00508 | H04W12/06 | H04W12/08 | H04W36/0005 | H04W36/34 | H04W48/04 | H04W84/005","H04W4","20","Flextronics AP, LLC","flextronics ap","Ricci; Christopher P.","Ricci","14","192","1","13","13","179","公开","1907","14",
"EP2733560","EP20120382454","Autonomous mission management","20121119","20140521",,"G05D  1/00","G05D","G05D1/0027 | G05D1/0011 | G05D1/0088","G05D1","15","The Boeing Company","the boeing","Sanz Jorge J. Gomez | Roberto Molina | David Scarlatti | Carlos Montes | Juan Pavon | Ruben Fuentes","Sanz Jorge J. Gomez","3","1","1","2","0","1","其他","1","15",
"US20110256800A1","US13/077239","SYSTEMS AND METHODS FOR REMOTELY CONTROLLED DEVICE POSITION AND ORIENTATION DETERMINATION","20110331","20111020",,"A63H 30/04","A63H","G01S5/16 | G01S1/70 | G05D1/0027 | G05D1/0234 | G05D1/0246 | G05D1/027 | G05D1/0287 | G05D2201/0214","G01S5","3","","","Jennings; Chris P. | Rahaim; James R.","Jennings","13","12","0","13","0","12","公开","1","3",
"US10740863B2","US15/401499","Location signaling with respect to an autonomous vehicle and a rider","20170109","20200811","20200811","G06Q 50/30 | G05D  1/00","G06Q","G06Q50/30 | G05D1/0027 | G05D2201/0213","G06Q50","11","nuTonomy Inc.","nutonomy","Iagnemma; Karl | Ravichandran; Harshavardhan","Iagnemma","0","0","0","0","0","0","有效","6","18",
"US10725462B2","US15/945445","Optimizing robotic movements based on an autonomous coordination of resources amongst robots","20180404","20200728","20200728","G05B 19/418 | G05D  1/02 | G05D  1/00","G05B","G05B19/41895 | G05B19/41865 | G05D1/0027 | G05D1/0234 | G05D1/0289 | G05D1/0297 | G05B2219/39146 | G05B2219/39167 | G05D2201/0216 | Y02P90/02","G05B19","16","inVia Robotics, Inc.","invia robotics","Voorhies; Randolph Charles | Elazary; Lior | Parks, II; Daniel Frank","Voorhies","0","0","0","0","0","0","有效","4","20",
"US10719076B1","US16/284362","Lead and follower aircraft navigation system","20190225","20200721","20200721","G05D  1/00 | G05D  1/08 | G01S 19/51","G05D","G05D1/0027 | G01S19/51 | G05D1/0808","G05D1","20","Rockwell Collins, Inc.","rockwell collins","Gavrilets; Vladislav | Boggs; Christopher M. | Taylor; Max G.","Gavrilets","0","0","0","0","0","0","有效","1","20",
"US10719075B2","US15/713736","System and method for controlling multiple vehicles based on directive","20170925","20200721","20200721","G05D  1/00 | G05D  1/02 | G08G  5/00 | G06Q 10/06 | G05D  1/10","G05D","G05D1/0027 | G05D1/0055 | G05D1/0291 | G05D1/104 | G06Q10/06316 | G08G5/0008 | G08G5/0013 | G08G5/0043 | G08G5/0069","G05D1","18","International Business Machines Corporation","international business machines","von Cavallar; Stefan | Lynar; Timothy M.","von Cavallar","0","0","0","0","0","0","有效","1","7",
"US20180304465A1","US15/491728","MOBILE CORRECTIONAL FACILITY ROBOTS","20170419","20181025",,"B25J  9/16 | F41B 15/02 | F41H  9/04 | F41H 13/00 | F42B 12/74 | G05D  1/00","B25J","B25J9/1682 | G05D1/0027 | F42B12/745 | F41B15/02 | F41H7/005 | F41H9/04 | F41H13/0012 | G05D1/0282 | G05D2201/0209","B25J9","20","Global Tel*Link Corporation","global tel link","HODGE; Stephen","HODGE","0","0","0","0","0","0","有效","1","15",
"US10663977B2","US16/400866","Method for dynamically querying a remote operator for assistance","20190501","20200526","20200526","G05D  1/02 | H04W  4/40 | G05D  1/00 | H04W 84/04","G05D","G05D1/0285 | G05D1/0011 | G05D1/0088 | H04W4/40 | G05D2201/0213 | H04W84/042","G05D1","27","Direct Current Capital LLC","direct current capital","Cheng; Tim | Tay; Kah Seng","Cheng","0","0","0","0","0","0","有效","1","19",
"US10663964B2","US15/840440","Unified and redundant flight and mission control for an unmanned aerial vehicle","20171213","20200526","20200526","G05D  1/00 | B64C 39/02 | G05D  1/10","G05D","G05D1/0077 | B64C39/024 | G05D1/0022 | G05D1/0027 | G05D1/104 | B64C2201/028 | B64C2201/042 | B64C2201/066 | B64C2201/146 | B64D2211/00","G05D1","20","FACEBOOK, INC.","facebook","Ortiz; Jose Enrique | Roodselaar; Arjen","Ortiz","0","0","0","0","0","0","有效","1","16",
"US10659881B2","US16/672782","Mobile audio mesh distribution system and method","20191104","20200519","20200519","H04R  5/04 | H04B 17/318 | G01T  7/12 | G06K  9/00 | G05D  1/00 | G05D  1/02 | B64C 39/02","H04R","H04R5/04 | B64C39/024 | G01T7/125 | G05D1/0022 | G05D1/0027 | G05D1/0202 | G06K9/0063 | H04B17/318 | B64C2201/12","H04R5","20","Maly; Andrew Alexander | Vlassov; Viktor Yevgenievich","maly andrew alexander | vlassov viktor yevgenievich","Maly; Andrew Alexander | Vlassov; Viktor Yevgenievich","Maly","0","0","0","0","0","0","有效","3","61",
"US10642264B2","US15/654614","Security drone system","20170719","20200505","20200505","G08G  5/00 | G05D  1/00 | G06K  9/00 | G07C  5/00 | G08C 17/02 | G08G  5/04 | G08B 13/196 | G08B 25/10 | G08B 25/08 | G08B 15/00 | H04L 29/06 | H04L 29/08","G08G","G05D1/0038 | G05D1/0027 | G06K9/00637 | G06K9/00664 | G06K9/00771 | G07C5/008 | G08B13/19602 | G08B15/00 | G08B25/08 | G08B25/10 | G08C17/02 | G08G5/006 | G08G5/0013 | G08G5/0026 | G08G5/0052 | G08G5/0069 | G08G5/0078 | G08G5/0086 | G08G5/045 | H04L65/4092 | H04L67/125","G05D1","20","SUPERIOR COMMUNICATIONS, INC.","superior communications","Sentosa; Samuel | Chen; Geroge","Sentosa","0","0","0","0","0","0","有效","1","18",
"US10636297B2","US15/988151","Cooperative autonomous driving for traffic congestion avoidance","20180524","20200428","20200428","G08G  1/01 | B60W 30/18 | G05D  1/00 | H04W  4/46 | G08G  1/00","G08G","G08G1/0145 | B60W30/18009 | G05D1/0027 | G05D1/0088 | G08G1/0112 | G08G1/0133 | G08G1/22 | H04W4/46 | B60W2550/302 | B60W2550/306 | B60W2550/408 | G05D2201/0213","G08G1","20","Fujitsu Limited","fujitsu","Wang; Nannan | Wang; Xi | Zhang; Qiong | Palacharla; Paparao | Ikeuchi; Tadashi","Wang","0","0","0","0","0","0","有效","1","21",
"US10635098B2","US15/815117","Systems and methods for providing a virtual vehicle fleet","20171116","20200428","20200428","G05D  1/00 | G06Q 10/04 | G07C  5/00 | G09B  9/00 | G08G  1/00","G05D","G05D1/0027 | G06Q10/04 | G07C5/008 | G09B9/00 | G09B9/006 | B60W2550/404 | B60W2750/40 | G05D2201/0213 | G08G1/202","G05D1","20","TOYOTA CONNECTED NORTH AMERICA, INC.","toyota connected north america","Doster; Preston | Tsai; David | Meyer; Scott","Doster","0","0","0","0","0","0","有效","1","11",
"US10627810B2","US15/624839","Intervention in operation of a vehicle having autonomous driving capabilities","20170616","20200421","20200421","G05D  1/00 | B62D  5/00 | G07C  5/00 | G07C  5/08","G05D","G05D1/0038 | G05D1/0027 | G05D1/0044 | G05D1/0055 | G05D1/0088 | G07C5/008 | G07C5/0816 | G05D2201/0213","G05D1","21","nuTonomy Inc.","nutonomy","Liu; Shih-Yuan | Ravichandran; Harshavardhan | Iagnemma; Karl | Chang; Hsun-Hsien","Liu","0","0","0","0","0","0","有效","15","16",
"US20180128628A1","US15/348614","AUTONOMOUS VEHICLE ROUTING","20161110","20180510",,"G01C 21/34 | G01C 21/32 | G05D  1/00 | G05D  1/02","G01C","G01C21/32 | G05D1/0027 | G05D1/0088 | G05D1/0287 | G05D2201/0212 | G06Q10/00 | G01C21/3438 | G05D1/0297 | G05D2201/0213 | G06Q10/047 | G06Q10/083 | G08G1/202 | H04W84/00","G01C21","20","INTERNATIONAL BUSINESS MACHINES CORPORATION","international business machines","CHEAZ; Nixon | COCHRAN; William T. | DIAZ; Anthony M. | SEGOBIANO; Bradley M.","CHEAZ","7","0","0","7","0","0","有效","1","5",
"US10602591B2","US15/689448","Mechatronic transforming luminaire swarm","20170829","20200324","20200324","G06T 13/00 | G06F 19/00 | H05B 37/02 | F21S  9/02 | F21V 23/00 | H05B 33/08 | F21V  3/00 | G05D  1/00 | G05D  1/08 | F21V 21/096 | F21V 21/15 | H02J 50/50 | G05D  1/02 | F21V 21/34 | F21Y113/13 | F21Y115/10 | H02J 50/10 | B64C 39/02","G06T","H05B37/0272 | F21S9/02 | F21V3/00 | F21V21/096 | F21V21/15 | F21V21/34 | F21V23/003 | G05D1/0027 | G05D1/0297 | G05D1/08 | H02J50/50 | H05B33/0854 | H05B37/0236 | B64C39/024 | B64C2201/12 | B64C2201/146 | F21Y2113/13 | F21Y2115/10 | G05D2201/02 | H02J50/10","H05B37","38","ABL IP HOLDING LLC","abl ip holding","Kastee; Jenish S. | Baker; Youssef F. | White; Sean P. | Hixon; Nathaniel W. | Megginson; Daniel M. | Eegholm; Niels G.","Kastee","4","0","0","4","0","0","有效","1","20",
"US10599141B2","US15/624819","Intervention in operation of a vehicle having autonomous driving capabilities","20170616","20200324","20200324","G05D  1/00 | B62D  5/00 | G07C  5/00 | G07C  5/08","G05D","G05D1/0038 | G05D1/0027 | G05D1/0055 | G05D1/0088 | G07C5/008 | G07C5/0816 | G05D2201/0213","G05D1","34","nuTonomy Inc.","nutonomy","Liu; Shih-Yuan | Ravichandran; Harshavardhan | Iagnemma; Karl | Chang; Hsun-Hsien","Liu","28","0","6","22","0","0","有效","15","23",
"US10591911B2","US15/840934","Apparatus and method for controlling drone formation","20171213","20200317","20200317","G05D  1/02 | G05D  1/10 | B64C 39/02 | G05D  1/00","G05D","G05D1/0027 | G05D1/104 | B64C39/024 | B64C2201/146","G05D1","13","KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION","korea university","Kim; Hwang Nam | La; Woong Gyu | Yoo; Seung Ho | Park; Seong Joon | Lee; Joon Yeop","Kim","33","0","3","30","0","0","有效","3","14",
"US20170323235A1","US15/147605","FOG DRONE FLEET ORCHESTRATOR","20160505","20171109",,"G06Q 10/06 | B64C 39/02 | G05D  1/00","G06Q","B64C2201/141 | G05D1/0027 | Y04S10/54 | G06Q10/06311 | B64C39/024 | B64C2201/126 | B64C2201/127 | B64C2201/143 | G05D1/104 | H04L67/12 | H04W4/00 | H04W4/38","B64C2201","20","Cisco Technology, Inc.","cisco technology","JOHNSTON; Jay | DARBHA; Rama | WHITE, JR.; David C. | MORTENSEN; Magnus","JOHNSTON","0","16","0","0","0","16","有效","1","12",
"US10583563B2","US15/442525","Methods and systems for advanced communications in robotic systems","20170224","20200310","20200310","H04W  8/00 | B25J 13/00 | G05D  1/00 | H04L 29/08","H04W","B25J13/006 | G05D1/0022 | G05D1/0027 | H04L67/12","B25J13","20","Loughran; Kevin","loughran kevin","Loughran; Kevin","Loughran","3","0","0","3","0","0","有效","1","17",
"US10527428B1","US15/654200","Capacity based vehicle operation","20170719","20200107","20200107","G06F 17/10 | G06G  7/48 | G01C 21/20 | G06Q 10/04 | G06Q 10/06 | G06Q 10/08 | G05D  1/00","G06F","G01C21/20 | G05D1/0027 | G06Q10/047 | G06Q10/06312 | G06Q10/08 | G05D2201/0212","G01C21","20","UATC, LLC","uatc","Mehta; Sisil","Mehta","7","0","0","7","0","0","有效","1","15",
"US10518770B2","US15/458740","Hierarchical motion planning for autonomous vehicles","20170314","20191231","20191231","G05D  1/00 | B60W 10/06 | B60W 10/184 | B60W 30/10 | B60W 10/20","G05D","B60W30/10 | B60W10/06 | B60W10/184 | B60W10/20 | B60W2420/42 | B60W2420/52","B60W30","14","UATC, LLC","uatc","Kroop; Benjamin | Way; Matthew | Bradley; David McAllister","Kroop","23","0","0","23","0","0","有效","1","31",
"US10514692B2","US15/624802","Intervention in operation of a vehicle having autonomous driving capabilities","20170616","20191224","20191224","G05D  1/00 | G05D  3/00 | G06F  7/00 | G06F 17/00 | G01C 22/00 | G07C  5/00 | G07C  5/08","G05D","G05D1/0038 | G05D1/0055 | G05D1/0088 | G07C5/008 | G07C5/0816","G05D1","34","nuTonomy Inc.","nutonomy","Liu; Shih-Yuan | Ravichandran; Harshavardhan | Iagnemma; Karl | Chang; Hsun-Hsien","Liu","25","0","5","20","0","0","有效","15","12",
"US10474144B2","US15/455802","Remote information collection, situational awareness, and adaptive response system for improving advance threat awareness and hazardous risk avoidance","20170310","20191112","20191112","G05D  1/00 | G05D  1/02","G05D","G05D1/0027 | G05D1/0038 | G05D1/0044 | G05D1/0214 | G05D2201/0209","G05D1","17","The United States of America, as Represented by the Secretary of the Navy","the united states navy","Wieneke; Garry","Wieneke","27","0","0","27","0","0","有效","1","30",
"US20170293302A1","US15/478729","AUTONOMOUS BOAT DESIGN FOR MULTIPLE APPLICATIONS","20170404","20171012",,"G05D  1/02 | B63B 35/00 | B63H 25/02 | B63H 25/04 | G05D  1/00 | G08G  3/02","G05D","G05D1/021 | G05D1/0027 | G05D1/0088 | G08G3/02 | B63B35/00 | B63B2035/007 | B63B2035/008 | G05D1/0206","G05D1","1","Texas Marine & Offshore Projects LLC","texas marine offshore projects","Johnson; Michael Gordon","Johnson","5","2","0","5","0","2","有效","2","17",
